11,60,60,32,48,5
21,3,59,60,19,13
20,34,25,51,54,31
46,5,44,14,47,36
21,47,9,60,30,44
4,43,10,36,51,55
33,49,14,8,48,34
29,37,46,28,32,44
39,53,59,53,19,10
51,16,39,56,58,32
12,19,9,50,19,48
39,58,26,7,57,50
51,58,37,44,46,29
37,26,33,19,21,28
15,41,45,2,44,2
5,35,37,41,58,9
3,39,45,36,54,47
38,30,26,54,60,45
15,20,32,38,48,9
29,60,6,18,55,54
22,9,4,12,6,39
44,23,38,9,25,51
24,38,54,40,58,44
20,9,16,16,7,44
13,57,39,42,58,57
36,35,51,59,22,43
17,35,37,32,16,9
30,20,26,14,4,3
5,39,59,41,52,55
14,16,35,40,7,29
55,38,22,50,24,10
33,2,8,51,46,20
6,49,40,40,22,33
54,53,43,1,37,25
17,34,5,52,10,37
12,53,25,15,5,13
45,60,23,48,7,50
11,20,24,18,42,56
28,46,45,22,55,5
12,24,26,58,22,3
7,10,7,34,58,58
48,60,40,5,32,24
35,3,38,55,57,13
13,37,41,56,40,53
35,24,25,49,22,53
11,42,46,2,35,58
41,45,51,60,43,1
1,8,14,21,10,27
49,6,46,2,36,19
44,46,8,42,24,54
47,43,60,44,10,6
44,38,20,42,13,7
12,58,10,3,26,8
22,17,13,52,38,7
3,31,53,44,12,26
14,30,13,20,25,48
25,20,42,11,22,56
49,43,15,10,6,13
13,42,42,20,20,16
26,6,30,2,23,48
43,46,33,27,46,33
53,15,47,15,10,35
25,37,46,51,36,9
14,18,42,12,56,7
7,24,27,27,10,56
48,31,47,48,30,39
55,11,50,35,45,35
39,23,35,24,58,51
2,21,59,26,39,38
7,48,51,45,39,49
58,32,29,34,49,23
39,37,34,27,46,15
38,57,20,21,37,16
46,5,37,12,35,40
6,8,18,18,35,13
28,27,38,35,22,49
42,37,50,39,27,59
51,37,53,41,39,18
44,20,39,31,44,53
51,51,49,33,2,39
9,7,36,29,23,4
43,42,41,50,37,28
32,59,1,33,14,44
5,35,12,50,55,30
51,54,14,36,51,24
28,1,43,3,60,29
22,19,15,15,40,22
22,33,40,23,36,59
7,39,4,2,49,22
32,4,3,7,57,29
46,12,1,34,11,43
31,4,42,57,20,54
52,22,4,56,19,49
9,13,13,55,11,17
28,43,30,9,19,40
8,8,49,58,3,34
18,39,32,46,9,1
32,38,38,38,55,9
37,20,53,22,50,4
16,4,18,6,53,59
45,40,52,36,18,15
60,51,49,37,21,49
47,30,50,44,38,38
23,21,40,55,12,18
39,23,55,55,10,32
6,32,56,19,4,31
44,30,4,11,16,9
22,33,1,37,58,20
37,5,40,1,38,24
13,3,17,9,30,57
27,20,52,43,32,48
1,59,52,22,21,29
2,52,58,19,51,53
7,40,23,51,16,9
55,26,26,35,13,8
28,54,31,36,50,15
40,22,10,54,13,45
41,57,43,52,34,27
51,5,27,28,20,48
28,2,41,58,46,11
34,31,8,7,19,48
26,50,27,9,24,30
28,3,14,56,50,31
45,35,8,23,1,7
47,29,31,15,42,31
25,17,24,50,32,48
7,18,26,57,32,35
54,57,35,5,52,35
1,56,24,1,42,16
44,27,49,56,19,18
10,37,9,41,9,19
37,12,25,6,17,35
45,45,36,23,50,53
24,51,50,42,41,32
34,38,49,42,37,51
49,7,26,51,58,18
4,59,10,38,46,20
55,23,33,59,32,22
42,51,59,47,39,24
34,12,17,22,44,48
53,51,45,49,2,8
14,34,39,4,55,41
35,53,52,24,40,60
53,10,25,10,54,1
13,53,36,59,29,27
29,21,56,49,17,40
34,29,12,25,3,27
46,7,8,27,2,33
28,12,36,30,8,12
42,18,16,4,26,13
39,42,14,9,18,46
40,40,12,2,55,8
5,2,19,12,17,49
3,35,54,27,14,23
26,35,6,34,23,19
17,9,9,18,58,2
47,50,1,4,51,16
41,52,20,56,50,44
23,30,57,52,24,43
18,25,28,24,32,52
37,30,28,58,60,27
12,50,26,20,48,59
60,7,37,12,52,37
8,35,52,54,12,33
2,13,41,9,52,53
10,17,43,24,21,11
23,54,2,25,55,24
55,12,6,15,43,57
22,2,19,10,30,47
46,26,13,41,51,44
41,18,25,17,48,20
33,57,3,57,11,8
35,55,18,32,60,38
20,9,39,55,59,16
44,22,57,27,36,57
17,36,5,50,9,32
22,20,13,25,29,57
31,5,37,43,21,10
32,32,60,36,33,57
29,34,45,49,2,7
35,28,12,58,21,27
45,7,11,15,43,8
40,27,30,37,58,34
9,35,14,29,49,16
12,19,16,48,49,35
40,14,11,14,38,37
41,23,53,14,32,40
57,40,42,54,21,36
50,42,14,29,33,37
55,30,17,10,18,31
26,60,32,35,45,52
22,34,10,47,8,46
12,10,50,55,11,37
44,37,37,36,40,56
37,16,24,14,24,31
36,57,47,42,4,20
5,3,29,31,19,29
22,3,58,16,59,49
50,4,25,36,4,42
49,7,13,38,18,23
12,27,6,35,20,45
54,56,52,2,21,31
2,8,54,54,43,43
53,4,30,31,46,32
36,39,41,53,30,26
20,44,19,2,11,39
3,53,12,18,50,43
33,4,32,1,58,18
1,48,23,30,26,56
51,24,52,2,10,31
25,6,49,56,47,25
2,31,5,45,33,7
35,44,29,21,13,56
58,40,13,47,47,16
24,25,15,18,28,57
27,35,50,36,58,40
3,11,38,52,49,17
23,19,18,36,13,14
53,2,48,7,46,42
3,17,54,37,29,38
27,51,24,41,1,48
6,22,36,8,50,39
26,31,39,33,21,16
33,49,27,41,40,7
6,35,7,50,43,56
58,12,21,38,36,56
37,45,14,30,8,13
11,35,6,41,53,28
31,42,47,1,34,37
44,31,7,20,54,51
47,30,20,45,55,47
13,50,16,49,26,55
11,17,14,21,13,3
49,20,54,34,52,51
23,44,17,45,24,52
35,55,55,38,51,22
30,6,23,53,44,48
7,57,29,6,20,39
20,51,38,32,19,9
53,38,39,13,37,24
44,26,24,41,33,23
10,24,14,17,25,9
5,19,53,40,5,46
10,47,12,43,58,48
50,26,51,13,21,57
23,40,47,47,30,38
23,24,22,6,41,57
31,37,26,27,48,25
35,56,13,51,43,43
9,3,54,13,5,55
32,5,5,25,37,47
41,11,28,45,27,41
38,27,7,14,35,13
56,12,53,6,4,10
2,1,21,19,30,11
37,12,20,48,9,4
26,44,46,26,8,26
22,56,39,22,26,12
53,25,33,10,33,41
8,32,37,8,18,37
32,35,42,11,18,51
19,44,55,9,24,18
60,14,39,40,54,4
39,58,38,28,52,30
57,58,42,4,27,11
5,58,4,53,42,18
33,27,23,55,26,37
28,2,26,5,49,32
54,31,27,44,10,8
60,16,20,31,38,50
9,4,27,48,49,16
27,34,26,44,56,7
15,10,44,27,54,19
10,9,2,46,57,56
39,30,25,49,51,13
32,38,23,46,32,2
3,31,24,12,59,6
11,30,57,9,58,16
16,41,60,25,13,54
5,57,25,23,47,39
40,31,44,29,37,5
40,23,42,7,25,42
6,20,13,48,36,32
2,2,44,2,26,28
14,59,50,15,59,1
32,51,57,46,48,40
28,13,40,23,11,22
16,8,6,5,22,52
32,13,5,59,43,56
50,18,33,40,17,27
38,37,40,10,36,53
4,33,29,1,25,28
51,15,31,29,23,14
56,3,53,26,18,52
2,39,31,56,29,49
18,34,10,31,42,13
26,39,21,15,47,35
49,10,22,52,44,45
13,58,19,40,18,5
59,3,42,24,19,18
31,50,39,32,41,54
53,54,8,9,54,24
30,44,51,16,36,11
30,24,1,24,3,23
53,55,36,43,46,3
11,60,11,20,49,31
59,41,30,33,43,39
48,3,44,12,28,43
16,47,35,36,31,15
6,30,46,48,35,14
4,1,15,16,52,42
46,7,32,52,55,45
7,11,58,60,56,22
34,42,33,10,27,51
20,44,20,2,45,39
42,44,10,15,2,23
34,55,20,40,48,31
7,34,53,51,10,5
44,1,46,34,9,47
38,13,19,22,55,1
36,46,22,26,41,25
6,24,1,5,15,27
40,17,33,15,18,20
42,52,40,5,7,26
18,14,54,56,51,4
15,1,27,40,3,29
48,2,10,33,38,18
54,49,50,35,43,20
23,2,31,11,21,41
23,34,25,5,16,40
12,45,2,10,55,33
40,7,24,22,27,13
14,22,46,39,29,17
31,15,36,33,38,32
51,52,46,1,9,2
10,51,29,50,38,4
30,2,26,36,54,38
13,29,49,22,56,50
44,8,59,35,24,2
41,48,12,20,15,41
52,4,23,9,44,59
53,24,58,9,37,12
40,33,59,5,12,50
44,49,18,42,17,15
34,30,54,53,11,54
2,31,1,8,48,48
1,38,10,19,38,16
4,14,26,36,15,26
54,34,1,1,22,40
60,24,30,59,43,37
54,15,59,56,15,6
26,34,2,14,37,25
4,6,4,41,3,3
27,40,26,35,53,1
4,16,20,8,55,23
47,42,4,4,26,52
57,19,58,1,31,23
7,28,15,55,58,16
29,41,51,44,46,57
59,17,52,3,5,38
12,52,23,2,8,2
22,4,25,29,2,32
35,27,55,22,22,51
13,24,24,1,25,9
30,40,3,14,59,6
43,49,2,14,26,32
58,13,36,22,14,8
59,31,55,24,59,46
18,34,9,37,16,11
43,47,30,13,29,8
4,10,4,8,39,12
6,4,27,41,52,55
3,35,59,42,2,47
16,37,4,33,24,26
6,19,14,25,54,16
24,18,42,23,41,58
56,51,33,33,13,17
40,56,11,23,36,60
15,12,21,51,52,5
3,34,46,54,50,15
3,56,33,4,20,34
16,23,5,9,4,41
33,5,12,21,36,4
20,39,12,14,20,8
5,32,3,45,39,43
41,28,33,28,9,17
50,55,56,21,38,26
7,15,51,15,34,37
48,28,14,18,58,6
12,23,14,37,47,33
50,16,25,55,19,17
55,34,7,33,57,59
10,60,32,53,39,24
36,7,45,2,35,3
46,26,48,26,3,39
7,56,23,59,18,34
9,40,20,22,39,58
17,20,4,47,58,58
31,34,44,15,15,5
19,50,14,36,26,11
2,13,18,28,29,20
36,25,21,52,1,20
40,15,25,3,56,32
17,15,54,34,45,19
3,21,58,7,57,34
56,20,40,46,16,2
46,50,37,17,29,23
7,8,49,11,2,50
42,18,19,34,49,7
3,39,6,5,22,8
42,49,29,31,32,17
45,44,12,22,12,60
35,42,53,35,1,39
16,5,15,1,19,31
43,22,28,54,50,55
9,7,35,9,13,56
45,9,40,43,22,59
36,29,18,36,9,7
28,10,35,42,46,27
59,60,35,22,9,7
8,34,5,32,54,28
32,42,16,25,47,28
16,31,20,22,1,54
53,11,41,4,25,51
39,50,56,48,54,60
57,39,8,55,8,57
51,40,39,29,48,36
30,34,23,56,9,44
37,22,54,4,56,36
11,23,35,41,11,42
35,12,32,15,49,39
39,21,26,50,51,10
44,13,25,13,28,1
15,51,45,20,43,7
38,37,57,22,35,41
4,32,31,21,16,49
50,8,3,49,11,17
18,20,60,47,44,25
21,1,35,56,51,50
35,4,4,16,19,40
43,7,4,9,15,57
31,45,47,30,4,41
40,35,55,28,46,41
7,39,12,51,14,14
28,5,1,39,60,17
13,12,17,1,47,46
41,12,20,52,11,8
52,42,24,36,56,23
18,10,30,30,46,51
53,3,45,55,8,13
25,48,60,7,24,23
60,50,13,46,23,48
2,3,28,55,55,43
19,22,24,34,60,7
40,54,56,1,34,52
46,2,22,8,12,11
33,10,32,22,2,53
48,11,38,54,9,1
35,23,14,1,25,51
37,57,12,56,30,36
33,8,51,39,34,39
56,13,44,31,34,2
57,47,57,52,29,34
47,51,2,40,14,17
48,44,32,25,39,59
21,11,51,37,34,51
23,40,45,3,24,53
26,57,34,19,56,20
13,25,38,35,18,20
46,3,54,6,18,17
44,3,27,54,56,21
49,39,15,51,60,15
9,48,27,16,31,13
51,21,21,25,30,48
16,17,57,40,55,50
30,54,17,24,14,22
15,14,42,7,56,28
54,58,14,29,48,1
35,37,24,39,52,43
13,46,28,57,15,39
18,59,37,8,40,42
30,55,1,7,21,60
20,52,44,30,42,60
54,26,36,16,10,43
27,35,29,13,37,30
2,39,7,11,8,55
51,30,37,32,18,10
14,41,2,49,24,57
18,55,5,58,38,6
26,46,20,45,44,41
30,8,56,27,56,44
28,7,50,50,41,13
49,30,35,23,24,60
50,46,12,21,50,57
26,14,19,21,59,54
35,50,19,3,57,3
60,29,17,24,44,45
36,34,30,6,41,14
44,7,42,28,36,7
60,34,28,30,59,46
12,55,14,27,58,27
19,1,32,19,46,39
42,11,40,21,32,42
7,14,29,10,45,27
14,13,18,31,8,18
15,17,1,22,20,48
26,17,58,21,21,20
52,53,50,8,15,18
6,39,13,38,47,16
47,25,1,44,32,20
6,17,32,48,1,27
47,53,58,60,54,8
33,24,50,36,43,15
48,46,18,47,54,57
47,56,56,14,28,4
34,42,49,20,5,19
27,50,31,19,11,40
55,24,11,27,42,54
4,47,40,2,16,39
38,4,32,23,38,36
51,25,13,44,14,53
3,43,57,23,47,9
49,1,51,56,28,15
30,4,16,16,35,12
30,38,52,27,46,20
13,8,9,31,30,55
3,18,7,4,57,28
4,31,57,22,38,39
15,26,19,30,46,40
28,36,38,47,14,60
39,43,5,20,11,39
8,26,11,44,27,43
19,44,16,28,29,38
49,26,31,38,8,41
30,3,25,48,44,13
36,60,27,39,6,6
33,5,24,12,14,60
57,33,1,25,22,37
34,1,55,33,27,49
44,26,39,8,13,54
51,55,15,16,29,4
42,37,24,22,45,36
27,21,46,17,55,24
33,12,48,8,15,23
33,10,48,51,38,30
28,37,51,25,14,13
8,10,13,43,5,59
4,13,57,29,33,57
50,3,39,13,19,27
36,6,20,2,42,7
47,41,21,46,30,48
27,37,51,23,57,41
36,45,56,33,12,7
21,4,41,58,35,1
50,51,16,34,1,45
31,17,24,23,44,20
32,35,12,47,58,16
1,39,60,38,16,32
22,54,5,11,16,32
30,52,12,26,10,33
32,37,23,34,50,12
26,23,41,58,18,11
35,47,28,38,16,15
38,56,8,51,4,52
26,54,49,49,20,49
53,15,5,58,60,25
4,39,46,42,40,48
26,51,36,15,13,15
17,49,13,47,24,54
36,51,56,53,59,17
5,22,19,59,4,54
26,7,15,59,55,29
53,25,52,16,46,20
28,41,39,44,56,37
60,11,10,20,5,5
40,18,9,12,23,32
28,49,30,50,46,29
21,3,27,56,57,20
51,55,10,32,18,33
10,57,6,35,17,10
50,20,26,27,57,10
52,11,23,21,9,46
49,30,46,46,42,40
15,8,48,27,55,21
5,49,5,26,36,38
53,14,3,46,42,31
16,31,13,39,25,15
22,56,20,46,23,11
19,40,1,52,45,39
24,15,9,14,7,49
39,33,39,9,54,11
14,9,3,20,47,33
40,10,16,20,56,8
60,57,21,56,47,45
21,37,9,51,5,8
30,58,13,43,50,25
18,17,20,53,42,13
4,49,1,11,52,24
45,3,16,22,53,8
20,36,17,30,16,44
50,49,16,28,41,41
40,12,7,10,13,49
13,49,4,48,22,35
49,37,23,58,53,9
16,41,14,21,26,43
29,2,57,17,55,18
52,38,22,38,44,57
9,4,45,43,33,44
41,15,46,43,43,47
52,20,10,44,15,37
56,41,45,58,9,3
8,22,18,34,44,23
5,5,32,42,16,25
27,10,60,45,12,39
42,4,44,50,17,8
44,46,8,46,35,40
33,13,42,29,53,20
14,46,59,37,54,46
1,7,2,11,60,32
5,20,17,19,38,37
31,1,38,56,44,2
26,34,22,49,37,49
57,50,41,19,13,52
18,15,20,45,51,1
25,21,37,1,58,42
28,45,15,15,38,54
57,25,32,42,20,47
35,54,40,14,20,1
57,51,55,14,18,18
39,37,20,35,3,56
21,23,12,16,33,32
41,49,11,4,34,47
20,38,5,19,6,50
11,33,5,58,37,56
54,20,17,7,48,19
21,22,14,8,11,24
17,57,38,6,42,47
13,30,18,54,59,44
35,18,36,31,13,37
1,31,11,9,2,11
28,9,1,59,29,40
4,52,28,22,51,34
11,5,52,5,51,4
36,45,57,13,28,3
10,50,1,55,13,8
60,27,29,6,48,14
51,37,51,35,1,22
29,1,17,2,28,43
16,57,15,46,57,1
2,3,55,55,30,32
22,39,55,22,8,17
44,48,52,32,59,34
44,60,42,5,41,46
28,13,35,51,2,11
45,16,3,12,7,45
6,17,44,40,2,48
40,35,14,26,25,29
24,5,25,56,18,6
13,17,31,5,22,10
30,15,7,47,44,39
57,15,41,52,21,11
8,33,56,37,47,7
30,25,35,26,15,11
18,23,20,50,46,6
45,52,30,43,38,31
57,50,43,46,47,44
25,40,37,18,1,29
2,48,39,18,11,15
10,3,4,18,53,45
46,10,27,9,3,8
33,29,1,32,19,36
34,29,12,13,5,35
58,25,46,26,22,39
16,34,20,37,19,31
57,47,58,38,57,50
40,40,21,58,28,25
52,40,3,44,31,40
8,38,50,36,9,31
23,7,36,20,7,23
14,14,56,30,59,45
28,54,18,59,2,21
31,43,12,55,6,25
42,41,25,44,25,35
54,42,46,20,54,40
30,56,41,35,22,50
21,21,18,31,60,58
60,55,42,7,48,16
38,12,7,25,13,16
27,50,43,13,26,41
46,33,7,45,23,49
34,49,27,54,55,38
51,57,38,11,14,48
30,5,7,10,53,34
52,8,40,31,12,17
24,5,42,41,52,37
30,28,31,55,43,50
13,60,9,2,3,46
22,2,45,53,21,57
53,60,28,49,2,14
57,7,55,43,57,8
44,57,51,33,46,9
14,58,60,17,18,12
27,15,50,49,3,2
34,27,28,37,26,2
16,22,54,17,2,36
28,47,40,3,29,13
37,1,59,32,28,16
39,41,24,33,50,55
14,34,36,26,18,57
9,59,58,35,37,47
37,47,26,24,55,44
40,2,19,56,55,33
12,16,42,17,53,55
24,39,51,19,30,7
9,51,24,4,37,22
5,41,10,56,21,42
13,36,54,34,33,42
49,8,45,46,11,33
56,56,51,12,33,14
33,30,21,29,15,12
12,47,49,43,37,42
39,10,57,6,29,10
58,6,8,26,41,5
48,55,17,51,5,43
31,25,50,45,34,34
57,43,32,1,10,24
14,58,9,53,14,39
32,10,32,54,50,16
28,55,37,41,40,38
36,46,10,50,37,49
8,52,46,60,60,37
49,60,34,31,51,40
46,38,50,56,43,3
36,35,41,42,7,10
19,54,24,15,16,10
30,7,5,12,12,23
51,48,35,32,51,42
13,4,57,42,41,43
19,46,39,19,55,28
53,34,14,44,17,31
22,24,22,58,30,23
52,54,55,44,29,53
19,54,43,3,35,45
55,39,47,22,5,55
47,11,8,51,59,13
6,58,17,29,44,17
59,51,23,38,20,57
38,28,11,57,8,11
7,54,35,23,52,9
40,1,30,29,44,20
2,31,26,51,48,47
7,7,35,56,56,47
53,50,40,47,31,19
53,8,22,9,55,29
23,4,34,7,46,50
12,19,30,27,22,5
9,42,33,41,25,39
1,6,46,49,53,14
34,32,60,29,51,13
21,22,4,14,46,47
26,41,58,56,54,54
55,47,39,14,22,22
46,56,21,38,14,17
24,45,12,48,46,44
38,35,2,37,22,13
20,46,2,51,21,13
29,5,34,33,6,55
42,21,48,60,16,35
34,43,9,39,5,52
23,17,9,47,23,23
35,38,58,55,33,4
51,10,16,40,47,30
9,42,37,30,37,13
39,25,23,26,11,36
26,9,15,36,45,3
19,58,40,15,52,45
17,24,30,3,34,4
35,48,45,38,54,26
2,18,49,29,4,48
19,37,34,31,22,32
19,58,51,15,52,18
44,26,28,6,55,53
28,12,23,46,30,24
50,55,19,44,8,43
7,59,12,53,22,59
29,57,19,31,17,23
8,43,27,35,2,22
60,34,41,17,9,24
4,56,36,49,31,40
51,52,2,16,10,25
56,25,3,19,25,54
21,33,54,51,24,25
60,2,27,15,8,21
43,60,16,3,31,2
8,16,14,7,22,11
15,28,34,50,11,40
4,33,41,56,29,30
29,32,7,5,47,28
